"UF","Estado","Regiao","Sexo","TipoDeTrabalho","Quantidade"
SP,São Paulo,Sudeste,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",492
SP,São Paulo,Sudeste,"2",ALOJAMENTO E ALIMENTAÇÃO,9064
SP,São Paulo,Sudeste,"2","ARTES, CULTURA, ESPORTE E RECREAÇÃO",2455
SP,São Paulo,Sudeste,"2",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,14576
SP,São Paulo,Sudeste,"2","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",4668
SP,São Paulo,Sudeste,"2",ATIVIDADES IMOBILIÁRIAS,1469
SP,São Paulo,Sudeste,"2","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",4262
SP,São Paulo,Sudeste,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,26847
SP,São Paulo,Sudeste,"2",CONSTRUÇÃO,3106
SP,São Paulo,Sudeste,"2",EDUCAÇÃO,6668
SP,São Paulo,Sudeste,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,9610
SP,São Paulo,Sudeste,"2",INFORMAÇÃO E COMUNICAÇÃO,199
SP,São Paulo,Sudeste,"2",OUTRAS ATIVIDADES DE SERVIÇOS,7347
SP,São Paulo,Sudeste,"2",SAÚDE HUMANA E SERVIÇOS SOCIAIS,3734
SP,São Paulo,Sudeste,"2",SERVIÇOS DOMÉSTICOS,7965
SP,São Paulo,Sudeste,"2","TRANSPORTE, ARMAZENAGEM E CORREIO",4144
TO,Tocantins,Norte,"1","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",523
TO,Tocantins,Norte,"1",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,417
TO,Tocantins,Norte,"1",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,2546
TO,Tocantins,Norte,"1",CONSTRUÇÃO,1085
TO,Tocantins,Norte,"1",INDÚSTRIAS DE TRANSFORMAÇÃO,1533
TO,Tocantins,Norte,"1",INFORMAÇÃO E COMUNICAÇÃO,226
TO,Tocantins,Norte,"2","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",357
TO,Tocantins,Norte,"2",ALOJAMENTO E ALIMENTAÇÃO,516
TO,Tocantins,Norte,"2",COMÉRCIO;REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,531
TO,Tocantins,Norte,"2",INDÚSTRIAS DE TRANSFORMAÇÃO,156
TO,Tocantins,Norte,"2",OUTRAS ATIVIDADES DE SERVIÇOS,578
TO,Tocantins,Norte,"2",SERVIÇOS DOMÉSTICOS,2267
